Vannkraftverk;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
Løpenummer;Navn;Type;Hovedeier;Org.nr. hovedeier;Fylke;Fylkesnr.;Kommune;Kommunenr.;Dato for første utnyttelse av fallet;Dato for eldste kraftproduserende del;Maks ytelse [MW];Midl. årsproduksjon (ref. 1981-2010) [GWh];Brutto fallhøyde [m];Maksimal slukeevne [m3/s];Energiekvivalent [kWh/m3];Elspotområde;Reginenr.
1217;Sævareid;Kraftverk;SÆVAREID KRAFT AS;986847707;Hordaland;12;Fusa;41;11.01.2006;11.01.2006;0.80;3.80;11,5;8;0,278;2;053.A
1309;Fossane - Molla;Kraftverk;FOSSANE MIKROKRAFTVERK AS;988049565;Rogaland;11;Sauda;35;20.01.2006;20.01.2006;0.33;0.70;;;;2;37.111
1215;Grøneng;Kraftverk;GRØNENG KRAFTVERK AS;987281995;Sogn og Fjordane;14;Førde;32;23.01.2006;23.01.2006;0.95;5.00;;;;3;083.F
847;Grunnåi;Kraftverk;GRUNNÅI KRAFTVERK AS;977023998;Telemark;8;Seljord;28;28.01.2006;28.01.2006;25.32;65.00;389;7,5;0,938;2;016.CC3Z
1239;Kviven;Kraftverk;KVIVEN KRAFT AS;987200715;Møre og Romsdal;15;Volda;19;01.02.2006;01.02.2006;1.55;6.00;223;0,9;0,478;3;094.4D
1223;Svartdalen;Kraftverk;SVARTDALEN KRAFT AS;883459342;Hordaland;12;Masfjorden;66;08.02.2006;08.02.2006;7.50;25.00;380,5;2,3;0,906;5;067.1Z
1250;Bjørheimsbygd;Kraftverk;BJØRHEIMSBYGD KRAFTVERK AS;988357537;Rogaland;11;Strand;30;17.02.2006;17.02.2006;0.90;3.60;176;;;2;032.4A5
1040;Nørsteteig;Kraftverk;NØRSTETEIG KRAFTVERK AS;891182082;Telemark;8;Seljord;28;19.02.2006;19.02.2006;0.08;0.36;98;0,14;0,149;2;016.ECZ
1233;Folkestad;Kraftverk;FOLKESTAD KRAFTVERK AS;988008192;Møre og Romsdal;15;Volda;19;14.03.2006;14.03.2006;1.85;8.00;210;1;0,486;3;094.3Z
843;Ytre Matre;Kraftverk;YTRE MATRE ENERGI AS;985594651;Hordaland;12;Kvinnherad;24;17.03.2006;17.03.2006;3.30;11.50;270;1,5;0,611;2;042.7A
1530;Ugedal;Kraftverk;UGEDAL ENERGI AS;988306665;Trøndelag;50;Åfjord;18;20.03.2006;20.03.2006;0.60;1.70;;;;3;135.C
1245;Nordlandselva;Kraftverk;SKS PRODUKSJON AS;915637353;Nordland;18;Beiarn;39;21.03.2006;21.03.2006;2.00;9.50;172;1,45;0,383;4;161.4Z
846;Kløvtveit;Kraftverk;BKK PRODUKSJON AS;876944642;Sogn og Fjordane;14;Gulen;11;22.03.2006;22.03.2006;8.90;43.35;384;2,6;0,951;5;068.6Z
1276;Oksefjell;Kraftverk;OKSEKRAFT AS;987255072;Vest-Agder;10;Kvinesdal;37;28.03.2006;28.03.2006;0.21;1.00;52;0,6;0,099;2;025.B411
848;Uleberg;Kraftverk;AGDER ENERGI VANNKRAFT AS;882973972;Aust-Agder;9;Evje og Hornnes;37;30.03.2006;30.03.2006;9.40;38.00;179,5;6,15;0,425;2;021.BAA
844;Jordal;Kraftverk;SMÅKRAFT AS;984616155;Møre og Romsdal;15;Sunndal;63;01.04.2006;01.04.2006;4.95;21.40;195;3,2;0,492;3;109.3Z
1227;Bøen I;Kraftverk;BØEN KRAFT AS;988376582;Rogaland;11;Hjelmeland;33;06.04.2006;06.04.2006;1.80;5.00;91;2,35;0,213;2;033.2Z
1237;Trollelva;Kraftverk;VALAKER KRAFT AS;987903805;Sogn og Fjordane;14;Stryn;49;06.04.2006;06.04.2006;1.25;4.80;330;0,5;0,722;3;087.4Z
1376;Steine;Kraftverk;STEINE KRAFT AS;988207969;Rogaland;11;Suldal;34;10.04.2006;10.04.2006;1.90;6.50;190;1,1;;2;036.A4
1292;Sagelva;Kraftverk;PER STUEFLOTTEN;969493969;Oppland;5;Lesja;12;24.04.2006;24.04.2006;0.63;3.50;;;;3;103.BA0
842;Rødne;Kraftverk;SUNNHORDLAND KRAFTLAG AS;916435711;Rogaland;11;Vindafjord;60;26.04.2006;26.04.2006;9.00;36.00;245;4,25;0,588;2;038.3Z
1236;Nordvik;Kraftverk;NORDVIK KRAFT AS;988225657;Møre og Romsdal;15;Surnadal;66;07.05.2006;07.05.2006;4.63;15.90;375;1,6;0,833;3;111.7Z
1243;Rongkleiv;Kraftverk;RONGKLEIV KRAFT AS;988357936;Sogn og Fjordane;14;Gloppen;45;10.05.2006;10.05.2006;3.00;11.28;190;1,9;0,409;3;086.C
1255;Hjelledøla;Kraftverk;HJELLEDALEN KRAFTLAG AS;988088994;Sogn og Fjordane;14;Stryn;49;12.05.2006;12.05.2006;1.10;6.80;67;2;0,153;3;088.C21
1267;Svartvasselva;Kraftverk;UNIKRAFT AS;988368768;Nordland;18;Grane;25;15.05.2006;15.05.2006;0.90;4.20;;;;4;151.D2B
1691;Fossåno;Kraftverk;FOSSÅNO KRAFTVERK AS;987800534;Rogaland;11;Suldal;34;22.05.2006;22.05.2006;1.85;6.60;;;;2;036.A12Z
845;Ryssdal;Kraftverk;SMÅKRAFT AS;984616155;Møre og Romsdal;15;Sunndal;63;28.05.2006;28.05.2006;1.95;7.10;218;1,1;0,492;3;109.3Z
1594;Dalelva;Kraftverk;DALELVA KRAFT AS;988295302;Sogn og Fjordane;14;Fjaler;29;01.06.2006;01.06.2006;0.90;3.20;125;0,87;0,287;3;082.5Z
1251;Nordåni;Kraftverk;NORDÅNA KRAFT AS;988304816;Aust-Agder;9;Bygland;38;01.06.2006;01.06.2006;1.20;4.50;180;0,8;0,417;2;021.D5AZ
1367;Bjørndalen;Kraftverk;SFE PRODUKSJON AS;984882106;Sogn og Fjordane;14;Bremanger;38;15.06.2006;15.06.2006;4.95;27.00;101,6;5,5;0,25;3;086.7C
1242;Bjørndalselva;Kraftverk;BJØRNDALEN KRAFT AS;988456632;Sogn og Fjordane;14;Jølster;31;15.06.2006;15.06.2006;5.30;17.40;327;1,92;0,752;3;8.40E+32
1330;Straumstøyl;Kraftverk;JON LINDESTAD BAKKEN;983997279;Telemark;8;Vinje;34;21.06.2006;21.06.2006;0.40;1.20;;;;2;016.BEC5
1359;Grove;Kraftverk;VISTEKLEIVEN DA;913384407;Oppland;5;Vågå;15;27.07.2006;27.07.2006;0.08;0.10;;;;3;002.DHB2AZ
1248;Gryto;Kraftverk;GRYTO KRAFT AS;986774815;Hordaland;12;Kvam;38;21.08.2006;21.08.2006;3.50;12.00;350;1,39;0,699;5;052.51Z
1244;Nørståe;Kraftverk;NØRSTÅE KRAFT AS;987579064;Buskerud;6;Rollag;32;21.08.2006;21.08.2006;1.50;4.30;130;1,5;0,278;1;015.G8Z
983;Birkås;Kraftverk;SMÅKRAFT AS;984616155;Sogn og Fjordane;14;Høyanger;16;24.08.2006;24.08.2006;0.71;2.84;;;;3;080.22D
1232;Breiava;Kraftverk;LYSE PRODUKSJON AS;980335216;Rogaland;11;Hjelmeland;33;28.08.2006;28.08.2006;14.80;54.00;60;27;0,142;2;033.D2
1221;Tafjord 7 (Fetvatn);Kraftverk;TAFJORD KRAFTPRODUKSJON AS;977461898;Møre og Romsdal;15;Norddal;24;01.09.2006;01.09.2006;2.15;8.20;127,7;2,2;0,272;3;099.D2
1308;Hurunda;Kraftverk;HURUNDA KRAFT AS;987777702;Trøndelag;50;Rennebu;22;11.09.2006;11.09.2006;0.25;1.00;109;0,3;;3;121.C2
1246;Håvardsvatn;Kraftverk;STATKRAFT ENERGI AS;987059729;Hordaland;12;Odda;28;13.09.2006;13.09.2006;5.00;20.44;60;8,5;0,163;2;049.BC2
1222;Tafjord 7 (Fagerbotnvatn);Kraftverk;TAFJORD KRAFTPRODUKSJON AS;977461898;Møre og Romsdal;15;Norddal;24;15.09.2006;15.09.2006;1.10;3.90;225;0,6;0,509;3;099.D2
1310;Sagabekken 1;Kraftverk;REINSTAUL KRAFT AS;898328082;Telemark;8;Seljord;28;18.09.2006;18.09.2006;0.40;1.55;;;;2;016.CC3Z
1351;Blikraåna;Kraftverk;BLIKRAÅNA KRAFTVERK AS;889506822;Rogaland;11;Vindafjord;60;27.09.2006;27.09.2006;0.25;0.85;235;0,08;;2;038.5B
1224;Eidsdal;Kraftverk;EIDSDAL KRAFT AS;988339385;Møre og Romsdal;15;Norddal;24;27.09.2006;27.09.2006;6.09;25.00;196;3,59;0,471;3;099.1A
1327;Fjellanger;Kraftverk;FJELLANGER KRAFTVERK AS;987394005;Hordaland;12;Vaksdal;51;09.10.2006;09.10.2006;0.80;3.15;100;;;5;063.A8Z
1360;Ålmo;Kraftverk;ÅLMO ENERGI AS;988411043;Møre og Romsdal;15;Aure;76;12.10.2006;12.10.2006;0.99;4.00;215;0,54;0,509;3;114.12Z
1654;Kvina;Kraftverk;MK HELGELAND AS;988038628;Nordland;18;Lurøy;34;16.10.2006;16.10.2006;0.32;0.80;195,6;0,21;0,423;4;157.7
1296;Seteråa;Kraftverk;SETERÅA KRAFT AS;988677035;Trøndelag;50;Tydal;33;20.10.2006;20.10.2006;1.00;3.20;332;0,38;0,73;3;123.D61
1182;Kvinesdal;Kraftverk;AGDER ENERGI VANNKRAFT AS;882973972;Vest-Agder;10;Kvinesdal;37;07.11.2006;07.11.2006;1.30;5.70;278;0,6;0,602;2;025.B2Z
1288;Gjøv;Kraftverk;STEIN HELGE LASSEMO;991509208;Telemark;8;Fyresdal;31;16.11.2006;16.11.2006;0.10;0.70;;;;2;019.CF
1252;Laugaland;Kraftverk;LAUGALAND KRAFT AS;989198882;Rogaland;11;Hjelmeland;33;20.11.2006;20.11.2006;0.08;0.60;60;0,16;0,13;2;035.3AZ
1284;Fosstun;Kraftverk;FOSSTUN MINIKRAFT Sigbjørn Garborg Sande;970587462;Akershus;2;Eidsvoll;37;29.11.2006;29.11.2006;0.09;0.39;10,5;;;1;002.DB3A
1230;Sundal;Kraftverk;SUNDAL KRAFTVERK AS;988432466;Møre og Romsdal;15;Volda;19;29.11.2006;29.11.2006;4.20;16.00;270;1,88;0,617;3;094.4A1Z
1285;Epteland;Kraftverk;ALF DYBING;969939355;Rogaland;11;Eigersund;1;07.12.2006;07.12.2006;0.20;0.82;;;;2;027.3C0
1635;Gryte I;Kraftverk;GRYTE KRAFT AS;988119342;Rogaland;11;Suldal;34;19.12.2006;19.12.2006;0.96;3.80;339;0,35;0,759;2;037.6B
1290;Adamselv II;Kraftverk;;;Finnmark - Finnmárku;20;Lebesby;22;01.01.2007;01.01.2007;0.40;2.00;;;;4;229.3Z
1268;Aga;Kraftverk;;;Hordaland;12;Granvin;34;01.01.2007;01.01.2007;0.05;0.25;;;;5;052.1B
910;Bele mikrokraftverk;Kraftverk;BELE KRAFTVERK DA;989814702;Møre og Romsdal;15;Surnadal;66;01.01.2007;01.01.2007;0.08;0.60;91;0,2;;3;112.4Z
1333;Boge 1;Kraftverk;BOGE KRAFT AS;985993610;Hordaland;12;Vaksdal;51;01.01.2007;01.01.2007;1.35;6.10;209;0,87;0,431;5;061.4A
1700;Borgen;Kraftverk;VESTFOLDMØLLENE AS;910735802;Vestfold;7;Sandefjord;10;01.01.2007;01.01.2007;0.09;0.50;;;;2;014.AZ
1263;Gjerland;Kraftverk;;;Sogn og Fjordane;14;Førde;32;01.01.2007;01.01.2007;0.02;0.10;;;;3;8.30E+01
1954;Halne;Kraftverk;;;Hordaland;12;Eidfjord;32;01.01.2007;01.01.2007;0.01;0.04;;;;5;015.NDB1
1369;Helle;Kraftverk;HELLE KRAFTVERK DA;989264915;Vest-Agder;10;Audnedal;27;01.01.2007;01.01.2007;1.30;3.00;107;;;2;023.B
1018;Hundseid;Kraftverk;JENS M HUNDSEID;971196181;Rogaland;11;Vindafjord;60;01.01.2007;01.01.2007;0.08;0.50;;;;2;038.B
1919;Håvik;Kraftverk;HÅVIK LARS;869484032;Møre og Romsdal;15;Volda;19;01.01.2007;01.01.2007;0.01;0.05;;;;3;94.43
1279;Middagsbukt;Kraftverk;;;Troms;19;Balsfjord;33;01.01.2007;01.01.2007;0.01;0.03;;;;4;198.31
1305;Myraelva;Kraftverk;;;Sogn og Fjordane;14;Naustdal;33;01.01.2007;01.01.2007;0.08;0.21;;;;3;84.82
1345;Øyrabekken;Kraftverk;SMÅKRAFT AS;984616155;Hordaland;12;Jondal;27;01.01.2007;01.01.2007;2.00;8.80;300;0,82;0,678;5;046.51A
1348;Markjelkevatn;Pumpe;STATKRAFT ENERGI AS;987059729;Hordaland;12;Kvinnherad;24;01.01.2007;01.01.2007;-1.20;-3.60;;0,8;;5;046.4BA2A
1375;Raudberget;Pumpe;GLOMMENS OG LAAGENS BRUKSEIERFORENING;948591898;Oppland;5;Skjåk;13;01.01.2007;01.01.2007;-3.80;0.00;;15;-0,0375;3;002.DHFA
1603;Botnaelva;Kraftverk;SØRDALSKRAFT AS;987393971;Hordaland;12;Vaksdal;51;04.01.2007;04.01.2007;0.86;3.20;159;0,65;0,368;5;063.A5Z
1329;Stedjeåna;Kraftverk;STEDJEÅNA KRAFTVERK AS;986793305;Aust-Agder;9;Åmli;29;05.01.2007;05.01.2007;1.20;3.90;;;;2;019.CB2A
1641;Myklebustdalen;Kraftverk;MYKLEBUSTDALEN ENERGI AS;988967246;Hordaland;12;Kvinnherad;24;08.01.2007;08.01.2007;0.23;1.10;135;0,24;0,26;2;045.31Z
1318;Engeset;Kraftverk;ENGESET KRAFT AS;987857048;Møre og Romsdal;15;Stranda;25;17.01.2007;17.01.2007;5.10;18.00;128;;;3;098.3AZ
1343;Hisvatn;Kraftverk;HISVATN KRAFTLAG AS;985386706;Vest-Agder;10;Kvinesdal;37;22.01.2007;22.01.2007;3.60;14.00;221;1,8;0,54;2;025.C20
1342;Gjetingsdalen;Kraftverk;GJETINGSDALEN KRAFT AS;989147080;Hordaland;12;Kvinnherad;24;06.02.2007;06.02.2007;2.20;9.70;248;1,1;0,556;5;046.42Z
1313;Ingstad;Kraftverk;INGSTAD KRAFT AS;989840762;Trøndelag;50;Stjørdal;35;09.02.2007;09.02.2007;0.13;0.57;100;0,2;;3;124.B0
1278;Åsgårdselva;Kraftverk;NEAS AS;960684737;Møre og Romsdal;15;Aure;76;26.02.2007;26.02.2007;0.23;0.50;137;0,22;0,287;3;116.2Z
1295;Tredal;Kraftverk;LANDE EIENDOM INVEST AS;983788238;Vest-Agder;10;Lindesnes;29;27.02.2007;27.02.2007;0.80;2.50;50;2;0,111;2;023.A1B
1270;Gåsvasselva;Kraftverk;LIFJELLKRAFT AS;988573345;Nordland;18;Hemnes;32;01.03.2007;01.03.2007;0.90;4.10;99;0,6;0,208;4;155.C8
1688;Lothe;Kraftverk;SJUR LOTHE;820285522;Hordaland;12;Ullensvang;31;15.03.2007;15.03.2007;0.09;0.45;203;0,055;0,455;5;47.4
1370;Stølslia;Kraftverk;STØLSLIA KRAFT AS;889544422;Sogn og Fjordane;14;Førde;32;19.03.2007;19.03.2007;1.50;5.10;140;1,39;0,3;3;084.C
1378;Egge;Kraftverk;EGGE KRAFT AS;989439960;Sogn og Fjordane;14;Gloppen;45;21.03.2007;21.03.2007;5.00;19.00;322;1,8;0,772;3;087.D4A
1281;Blålid;Kraftverk;BLÅLID KRAFT AS;989362402;Sogn og Fjordane;14;Bremanger;38;28.03.2007;28.03.2007;0.57;2.20;95;0,75;0,209;3;86.32
1320;Medåe;Kraftverk;MEDÅE KRAFT AS;988861049;Buskerud;6;Rollag;32;09.04.2007;09.04.2007;0.78;4.60;;;;1;015.G60
1335;Innvik;Kraftverk;INNVIK KRAFTVERK AS;988300306;Sogn og Fjordane;14;Stryn;49;15.04.2007;15.04.2007;15.50;55.00;512;;;3;087.5Z
1297;Kvernhusbekken;Kraftverk;GRØNNMYRA AS;989638270;Trøndelag;50;Steinkjer;4;18.04.2007;18.04.2007;0.07;0.26;245;0,04;;3;129.2Z
1325;Stråpa;Kraftverk;STRÅPA KRAFT AS;989777432;Rogaland;11;Suldal;34;24.04.2007;24.04.2007;4.40;13.30;457;1;1,22;2;036.A3
1628;Vika;Kraftverk;MO INDUSTRIPARK AS;914780152;Nordland;18;Rana;33;26.04.2007;26.04.2007;1.10;6.50;39,25;3,5;0,087;4;156.3Z
1334;Blåfalli Vik;Kraftverk;SUNNHORDLAND KRAFTLAG AS;916435711;Hordaland;12;Kvinnherad;24;01.05.2007;01.05.2007;230.00;712.30;374,8;70;0,938;2;042.7B
1350;Furset;Kraftverk;STRANDA ENERGI AS;979951140;Møre og Romsdal;15;Stranda;25;01.05.2007;01.05.2007;4.95;15.00;289,5;2;0,667;3;098.3A1Z
1347;Nordsvorka;Kraftverk;STATKRAFT ENERGI AS;987059729;Møre og Romsdal;15;Surnadal;66;01.05.2007;01.05.2007;2.34;12.30;39,3;6;0,093;3;112.3AAA
1374;Kittilsviken;Kraftverk;KITTILSVIKEN KRAFTVERK AS;989736744;Buskerud;6;Flå;15;02.05.2007;02.05.2007;1.90;6.80;160;1,5;0,352;5;012.CB7B
1344;Stuttgongfossen;Kraftverk;STUTTGONGFOSSEN KRAFTVERK AS;962091059;Oppland;5;Vågå;15;08.05.2007;08.05.2007;1.20;7.50;24;6,6;;3;002.DGE0
1324;Vaage;Kraftverk;VAAGE KRAFT AS;989741241;Rogaland;11;Suldal;34;14.05.2007;14.05.2007;0.49;1.58;;;;2;36.21
1377;Fossmark;Kraftverk;FOSSMARK KRAFT AS;988037184;Rogaland;11;Forsand;29;15.05.2007;15.05.2007;2.04;7.00;140;;;2;031.12Z
1323;Briksdal;Kraftverk;BRIKSDAL MINIKRAFT AS;888796002;Sogn og Fjordane;14;Stryn;49;24.05.2007;24.05.2007;0.56;2.50;65,7;1,06;0,147;3;088.1C
1640;Gangsbekken;Kraftverk;ØRTFJELL KRAFT DA;990288038;Nordland;18;Rana;33;25.05.2007;25.05.2007;0.09;0.15;88;;;4;156.D2B
1321;Hågjøla;Kraftverk;HÅGJØLA MIKROKRAFTVERK DA;989425056;Sogn og Fjordane;14;Stryn;49;28.05.2007;28.05.2007;0.10;0.54;;;;3;087.5Z
1366;Dauremål;Kraftverk;SFE PRODUKSJON AS;984882106;Sogn og Fjordane;14;Bremanger;38;04.06.2007;04.06.2007;4.95;14.50;172,35;3,3;0,417;3;086.7B
1336;Pålsbu;Kraftverk;STATKRAFT ENERGI AS;987059729;Buskerud;6;Nore og Uvdal;33;26.06.2007;26.06.2007;6.20;22.00;13;53;0,032;5;015.L2
1302;Hoelsfossen;Kraftverk;HOELSFOSSEN ELVERK AS;988470627;Møre og Romsdal;15;Norddal;24;09.07.2007;09.07.2007;0.40;2.65;13,9;3,2;0,035;3;100.B0
1253;Dirdal;Kraftverk;DIRDAL KRAFT AS;976921259;Rogaland;11;Gjesdal;22;11.07.2007;11.07.2007;1.60;6.00;413;0,454;0,92;2;030.21Z
1372;Gautvella;Kraftverk;GAUTVELLA KRAFTVERK AS;989035924;Trøndelag;50;Rennebu;22;13.07.2007;13.07.2007;1.72;5.00;285;0,73;0,655;3;121.C3Z
1346;Oftedal II;Kraftverk;SMÅKRAFT AS;984616155;Vest-Agder;10;Sirdal;46;14.07.2007;14.07.2007;5.00;21.90;130;5,1;0,272;2;026.D1A0
1720;Fremstedalen;Kraftverk;VIKHEIM HANS ARNE;970185178;Sogn og Fjordane;14;Sogndal;20;20.07.2007;20.07.2007;0.07;0.50;100;0,095;0,205;5;077.3B
1282;Fossekallen;Kraftverk;SVELGEN KRAFT AS;986530649;Sogn og Fjordane;14;Bremanger;38;01.08.2007;01.08.2007;0.09;0.65;;;;3;086.2A
1445;Gyl;Kraftverk;GYL KRAFT AS;989776878;Møre og Romsdal;15;Tingvoll;60;04.08.2007;04.08.2007;1.38;5.80;318,6;0,55;;3;109.7Z
1413;Ask Kraft;Kraftverk;ASK Opstvedt;866927472;Rogaland;11;Vindafjord;60;10.08.2007;10.08.2007;0.20;0.80;140;0,24;;2;041.33A
1354;Byrkjelo;Kraftverk;BYRKJELO KRAFT AS;985133182;Sogn og Fjordane;14;Gloppen;45;25.08.2007;25.08.2007;13.27;61.50;137;12,06;0,306;3;087.CZ
1361;Kråkenes;Kraftverk;KRÅKENES KRAFT AS;989993372;Sogn og Fjordane;14;Førde;32;28.08.2007;28.08.2007;2.16;9.00;294;0,83;0,702;3;084.612Z
1349;Gjerde;Kraftverk;SMÅKRAFT AS;984616155;Hordaland;12;Kvinnherad;24;29.08.2007;29.08.2007;1.70;5.65;412;0,45;0,987;5;046.32A1A
1365;Løgjen;Kraftverk;DALANE KRAFT AS;982388406;Rogaland;11;Lund;12;05.09.2007;05.09.2007;0.57;2.30;36,7;;;2;026.B2Z
1604;Fagerdalen;Kraftverk;FAGERDALEN KRAFTVERK AS;988198641;Hordaland;12;Vaksdal;51;01.10.2007;01.10.2007;0.80;3.50;;;;5;063.A8Z
1371;Rensjø;Kraftverk;SELBU ENERGIVERK AS;980498646;Trøndelag;50;Selbu;32;05.10.2007;05.10.2007;1.00;4.10;;;;3;123.B7AZ
1353;Vågen;Kraftverk;VÅGEN KRAFT AS;989788892;Møre og Romsdal;15;Ørsta;20;23.10.2007;23.10.2007;4.90;20.00;267;2,26;0,602;3;097.23Z
1355;Sagelva;Kraftverk;SAGELVA ENERGI AS;990236550;Sogn og Fjordane;14;Førde;32;08.11.2007;08.11.2007;0.65;2.50;81;1;0,181;3;084.C11
1304;Mjella;Kraftverk;BREKKE GÅRD Line Berget Hedegart;980350479;Telemark;8;Notodden;7;15.11.2007;15.11.2007;0.20;1.10;152;0,2;0,278;2;016.F613
1362;Gravvold;Kraftverk;GRAVVOLD MIKROKRAFT DA;989747371;Møre og Romsdal;15;Surnadal;66;21.11.2007;21.11.2007;0.10;0.46;150;0,08;;3;112.3B0
1656;Nordfjordbekkan;Kraftverk;EGIL HERMANN JOHANSEN;970223231;Nordland;18;Rana;33;10.12.2007;10.12.2007;0.21;0.60;148;0,18;0,324;4;157.41
1569;Sanddal;Kraftverk;SANDDAL KRAFT AS;889954922;Sogn og Fjordane;14;Jølster;31;16.12.2007;16.12.2007;2.50;11.40;176,1;1,8;0,386;3;8.40E+32
1527;Aklestad;Kraftverk;;;Møre og Romsdal;15;Ørsta;20;01.01.2008;01.01.2008;0.01;0.10;;;;3;097.1Z
1415;Buru;Kraftverk;;;Trøndelag;50;Midtre Gauldal;27;01.01.2008;01.01.2008;0.02;0.06;;;;3;122.BB10
1458;Grytåga Småkraftverk;Kraftverk;GRYTÅGA SETTEFISK AS;978647103;Nordland;18;Vefsn;24;01.01.2008;01.01.2008;1.30;9.00;189,3;0,925;0,39;4;149.5A
1672;Mellomjord 2;Kraftverk;ÅSMUND GUTTORMSEN;869406732;Troms;19;Tromsø;2;01.01.2008;01.01.2008;0.02;0.13;140;0,02;0,25;4;203.51
1525;Nessa;Kraftverk;;;Rogaland;11;Hjelmeland;33;01.01.2008;01.01.2008;0.06;0.30;;;;2;33.22
1780;Nordelva;Kraftverk;OPTIK SPESIALBUTIKKEN I NORD Roald Skogvik;918374116;Troms;19;Tromsø;2;01.01.2008;01.01.2008;0.11;0.50;;;;4;197.2
1299;Otertjønnbekken;Kraftverk;KARLSEN EIVIND;969641496;Trøndelag;50;Inderøy;53;01.01.2008;01.01.2008;0.04;0.13;125;0,045;;3;130.52
1386;Skålheim;Kraftverk;SKÅLHEIM KRAFTVERK AS;990727074;Hordaland;12;Kvam;38;01.01.2008;01.01.2008;1.40;5.00;;;;5;52.62
1522;Strand I;Kraftverk;;;Telemark;8;Hjartdal;27;01.01.2008;01.01.2008;0.00;0.01;;;;2;016.EC1
1436;Sylsjø;Kraftverk;STATKRAFT ENERGI AS;987059729;Trøndelag;50;Tydal;33;01.01.2008;01.01.2008;3.30;8.00;;20;0,046;3;123.H5
1909;Vika;Kraftverk;ØYVIND STORM;974471035;Rogaland;11;Forsand;29;01.01.2008;01.01.2008;0.10;0.30;;;;2;31.11
1439;Herad;Kraftverk;HERAD KRAFT DA;990310165;Buskerud;6;Gol;17;03.01.2008;03.01.2008;0.09;0.68;;;;5;012.CD3Z
1553;Eide;Kraftverk;EIRIK M EIDE;981950275;Hordaland;12;Fitjar;22;07.01.2008;07.01.2008;0.09;0.33;210;0,052;0,481;2;44.1
1373;Jora;Kraftverk;JORA KRAFTVERK AS;989251090;Trøndelag;50;Rennebu;22;10.01.2008;10.01.2008;1.35;5.00;351;;;3;121.B32
1657;Mærdalsåi;Kraftverk;VRÅDAL KRAFT AS;985780595;Telemark;8;Kviteseid;29;21.01.2008;21.01.2008;0.40;1.01;279;0,17;0,654;2;019.G4
1636;Utne;Kraftverk;JAN ASBJØRN UTNE;979532601;Hordaland;12;Ullensvang;31;04.02.2008;04.02.2008;0.40;1.30;80;;;5;47.4
1322;Sørdalselva;Kraftverk;SØRDALSKRAFT AS;987393971;Hordaland;12;Vaksdal;51;09.02.2008;09.02.2008;1.15;3.50;;3,1;;5;063.A5Z
1412;Reinli;Kraftverk;REINLI KRAFT AS;989525298;Oppland;5;Sør-Aurdal;40;25.02.2008;25.02.2008;3.10;10.00;;;;1;012.J2Z
1356;Svartevatn;Kraftverk;SKS PRODUKSJON AS;915637353;Nordland;18;Bodø;4;01.03.2008;01.03.2008;0.76;3.00;46,73;1,9;0,117;4;162.62B
1663;Svarttjern;Kraftverk;GLITRE ENERGI PRODUKSJON AS;979487223;Buskerud;6;Lier;26;05.03.2008;05.03.2008;0.14;1.00;100;0,2;0,188;1;011.A0
1409;Kistafossen;Kraftverk;SMÅKRAFT AS;984616155;Nordland;18;Rødøy;36;06.03.2008;06.03.2008;1.60;6.00;;;;4;159.52Z
1617;Nordre Mangen;Kraftverk;N MANGEN GÅRD Bjørn Toverud;971264365;Akershus;2;Aurskog-Høland;21;08.04.2008;08.04.2008;0.14;0.40;;;;1;313.H3
1503;Vassdalselva;Kraftverk;VASSDALSKRAFT AS;990174962;Sogn og Fjordane;14;Vågsøy;39;09.04.2008;09.04.2008;0.32;1.00;76;0,5;;3;089.6A
1526;Vågen;Kraftverk;VÅGEN MINIKRAFT AS;991188509;Sogn og Fjordane;14;Gaular;30;09.04.2008;09.04.2008;0.39;2.73;331;0,14;0,774;3;083.C4
1406;Drivdal;Kraftverk;DALANE KRAFT AS;982388406;Rogaland;11;Lund;12;14.04.2008;14.04.2008;2.30;8.50;;;;2;026.B0
1387;Lya;Kraftverk;E-CO ENERGI AS;976894677;Buskerud;6;Ål;19;15.04.2008;15.04.2008;5.49;20.80;184;3,6;0,424;5;012.CE3A
1379;Vassfossen;Kraftverk;RISDAL ENERGI AS;987398639;Aust-Agder;9;Froland;19;15.04.2008;15.04.2008;5.50;26.00;134;4,5;0,34;2;020.BCA
966;Sagfossen;Kraftverk;LØVENSKIOLD-VÆKERØ Carl Otto Løvenskiold;971083107;Akershus;2;Nittedal;33;16.04.2008;16.04.2008;0.35;2.00;10;4;;1;002.CD10
1535;Kleivane;Kraftverk;KLEIVANE ENERGI DA;997676289;Hordaland;12;Samnanger;42;17.04.2008;17.04.2008;0.10;0.40;;;;5;055.C4
1381;Sevre;Kraftverk;SEVRE KRAFTVERK AS;989883488;Buskerud;6;Nes i Buskerud;16;17.04.2008;17.04.2008;4.80;17.00;190;3,15;0,423;5;012.CCZ
1364;Bulko;Kraftverk;BULKO KRAFT AS;990576289;Hordaland;12;Granvin;34;21.04.2008;21.04.2008;2.35;7.60;131;2,14;0,306;5;052.1C
1690;Ilaget;Kraftverk;ILAGET ENERGI AS;990311390;Hordaland;12;Kvinnherad;24;21.04.2008;21.04.2008;1.70;7.88;450;0,5;0,944;2;045.31Z
